client_id,product_name,date
3940,бутилированная вода,2024-03-08
4177,бутылочное пиво,2024-06-14
4260,замороженные овощи,2024-10-18
2169,моющее средство,2024-10-31
1612,бутилированная вода,2024-11-05
1464,другие овощи,2024-06-02
3870,йогурт,2024-02-21
3253,сладкие спреды,2024-06-19
2784,тропические фрукты,2024-11-12
2548,цельное молоко,2024-11-10
4064,цитрусовые,2024-02-10
2309,цитрусовые,2024-03-22
3104,цитрусовые,2024-05-12
2849,свинина,2024-11-23
3461,йогурт,2024-06-25
1601,говядина,2024-12-01
3701,сумки для покупок,2024-04-14
3955,взбитые/сметана,2024-11-22
4719,другие овощи,2024-12-27
1690,сахар,2024-08-20
1315,упакованные фрукты/овощи,2024-08-25
3772,тропические фрукты,2024-02-18
3797,цельное молоко,2024-09-15
3515,консервированное пиво,2024-07-02
4163,тропические фрукты,2024-03-12
1374,жевательная резинка,2024-08-04
2775,тропические фрукты,2024-01-07
3937,белое вино,2024-04-24
3166,цельное молоко,2024-03-13
1805,консервированное пиво,2024-06-08
2624,тропические фрукты,2024-05-20
4072,курица,2024-08-13
1794,сладкие спреды,2024-09-16
3673,упакованные фрукты/овощи,2024-08-26
2696,другие овощи,2024-09-01
1991,цитрусовые,2024-12-08
2321,взбитые/сметана,2024-01-26
2636,мясо для гамбургера,2024-05-18
4721,бутилированная вода,2024-07-05
3051,замороженные блюда,2024-02-09
1705,белый хлеб,2024-07-19
4714,выпечка,2024-08-29
1327,бутылочное пиво,2024-06-07
4719,тропические фрукты,2024-09-25
3185,колбаса,2024-03-01
3621,сода,2024-03-04
3308,булочки,2024-07-16
1915,UHT-молоко,2024-08-06
2753,орехи/чернослив,2024-09-07
2792,консервированное пиво,2024-10-23
1723,тропические фрукты,2024-12-07
4398,масло,2024-11-07
4667,булочки,2024-08-24
2691,цитрусовые,2024-02-05
1636,ягоды,2024-12-04
2681,говядина,2024-05-01
3854,цитрусовые,2024-03-18
2571,сосиски,2024-07-16
3789,цельное молоко,2024-10-11
4119,говядина,2024-04-14
3099,фрукты с косточками,2024-07-17
1213,домашние яйца,2024-02-07
2294,корнеплоды,2024-08-30
2149,смягчитель,2024-05-22
4019,цельное молоко,2024-08-27
4167,сосиски,2024-09-05
2885,курица,2024-11-18
4706,колбаса,2024-11-22
3786,творог,2024-05-10
2019,сосиски,2024-02-18
4675,фрукты с косточками,2024-10-30
4042,йогурт,2024-04-29
2102,булочки,2024-02-14
2240,курица,2024-11-30
2151,говядина,2024-07-15
3878,цитрусовые,2024-07-23
4235,говядина,2024-09-24
4817,булочки,2024-12-19
1992,выпечка,2024-08-27
3407,консервированное пиво,2024-03-24
3668,цельное молоко,2024-10-21
3500,фрукты с косточками,2024-07-20
1874,цитрусовые,2024-06-14
1343,другие овощи,2024-10-31
3234,цитрусовые,2024-08-15
1430,говядина,2024-10-26
3772,мясо,2024-09-26
2981,UHT-молоко,2024-03-09
1287,сосиски,2024-01-28
1500,колбаса,2024-03-07
2193,бутылочное пиво,2024-04-13
1997,сода,2024-07-20
4546,тропические фрукты,2024-09-02
4736,другие овощи,2024-07-20
1959,мясо для гамбургера,2024-03-29
1974,рыба,2024-05-02
2421,сосиски,2024-09-01
1513,йогурт,2024-08-02
1905,тропические фрукты,2024-07-06
2810,мясо,2024-09-07
2867,бутилированная вода,2024-11-11
3962,мясо для гамбургера,2024-09-17
1088,мясо,2024-11-29
4976,сосиски,2024-07-16
4056,курица,2024-06-11
3611,курица,2024-02-13
1420,соленая закуска,2024-01-14
4286,цельное молоко,2024-03-07
4918,булочки,2024-01-27
4783,говядина,2024-10-21
3709,цитрусовые,2024-10-25
4289,курица,2024-10-07
1559,цитрусовые,2024-10-02
2900,бутилированная вода,2024-04-10
1905,колбаса,2024-02-21
3527,фрукты с косточками,2024-09-28
1495,сосиски,2024-01-09
3558,ветчина,2024-04-02
3128,масло,2024-04-19
1863,свинина,2024-08-03
3841,свинина,2024-07-18
3903,цитрусовые,2024-10-05
2658,консервированное пиво,2024-10-15
4272,ягоды,2024-06-05
1120,сгущенное молоко,2024-09-25
2676,курица,2024-08-14
1697,булочки,2024-05-20
2507,свинина,2024-08-24
4620,цельное молоко,2024-03-10
3365,корнеплоды,2024-02-01
2978,курица,2024-06-04
2910,корнеплоды,2024-07-27
1061,тропические фрукты,2024-09-04
3276,корнеплоды,2024-04-02
1326,жевательная резинка,2024-06-18
3023,корнеплоды,2024-07-27
2185,курица,2024-10-10
3552,консервированное пиво,2024-06-15
1967,цельное молоко,2024-01-20
4708,цитрусовые,2024-03-19
2874,бутылочное пиво,2024-02-15
4177,цельное молоко,2024-04-12
1663,лук,2024-02-07
2632,колбаса,2024-03-01
1377,другие овощи,2024-03-13
4162,бутылочное пиво,2024-12-21
2270,цельное молоко,2024-06-30
4829,йогурт,2024-11-02
3811,колбаса,2024-04-13
4766,специальный шоколад,2024-09-28
2436,булочка твейбак,2024-04-11
3860,замороженные овощи,2024-05-04
4875,сосиски,2024-05-11
1587,цельное молоко,2024-06-30
4038,сосиски,2024-07-07
4750,свинина,2024-09-20
1199,консервированные овощи,2024-12-09
1603,курица,2024-09-29
3111,фрукты с косточками,2024-01-31
3894,колбаса,2024-12-12
1456,цельное молоко,2024-09-17
2022,свинина,2024-03-03
2505,курица,2024-11-29
4851,кофе,2024-12-19
4293,колбаса,2024-08-03
2775,колбаса,2024-11-05
3693,бутылочное пиво,2024-02-18
1202,творог,2024-07-21
3699,сосиски,2024-08-22
4152,колбаса,2024-04-14
4155,сода,2024-01-26
4010,булочки,2024-12-28
4389,тропические фрукты,2024-10-19
3746,масло,2024-08-16
2560,сосиски,2024-05-16
1503,готовая продукция,2024-07-24
2555,печеночный хлеб,2024-12-22
3645,сосиски,2024-12-11
3886,пахта,2024-09-10
2932,цельное молоко,2024-03-19
1711,цельное молоко,2024-06-17
4291,корнеплоды,2024-12-07
1143,цельное молоко,2024-04-24
4564,колбаса,2024-07-07
3337,вафли,2024-05-13
4931,цитрусовые,2024-05-03
2623,цельное молоко,2024-10-09
4581,свинина,2024-04-02
2635,ягоды,2024-06-10
1095,бутилированная вода,2024-10-29
2990,шоколад,2024-05-22
2426,фруктовый/овощной сок,2024-06-04
4555,цельное молоко,2024-11-06
3635,шоколадный зефир,2024-09-03
3058,курица,2024-05-17
4391,средства гигиены,2024-03-25
1306,свинина,2024-06-22
1024,корнеплоды,2024-08-09
1295,курица,2024-07-22
1661,корнеплоды,2024-05-31
4591,фрукты с косточками,2024-05-14
3169,фрукты с косточками,2024-06-13
3915,бутылочное пиво,2024-05-20
1127,булочки,2024-01-14
4828,цельное молоко,2024-08-07
3683,конфеты,2024-06-09
1971,творог,2024-09-17
3014,колбаса,2024-11-10
3779,сосиски,2024-09-14
2489,травы,2024-05-03
3564,виноград,2024-06-26
4092,колбаса,2024-09-29
3221,бутылочное пиво,2024-01-13
1279,йогурт,2024-09-05
2581,консервированное пиво,2024-08-21
2295,орехи/чернослив,2024-02-25
4760,виноград,2024-02-22
3649,виноград,2024-01-16
1075,цитрусовые,2024-11-18
3987,цельное молоко,2024-08-18
4106,булочки,2024-08-24
4338,булочки,2024-06-23
4166,консервированное пиво,2024-11-05
1211,масло,2024-03-09
3954,говядина,2024-01-21
3928,сода,2024-07-17
3827,колбаса,2024-09-29
4699,колбаса,2024-02-08
4747,сливочный сыр,2024-06-07
3028,прочие хлебобулочные изделия,2024-06-08
2851,другие овощи,2024-03-15
4417,консервированное пиво,2024-02-25
3822,бутилированная вода,2024-03-06
2288,колбаса,2024-05-30
2184,свинина,2024-06-29
1345,виноград,2024-07-20
4441,бутылочное пиво,2024-11-08
2540,растворимый кофе,2024-02-16
1997,ягоды,2024-06-05
2294,цитрусовые,2024-07-25
1523,говядина,2024-03-27
3165,йогурт,2024-08-17
4831,замороженные блюда,2024-04-11
4073,тропические фрукты,2024-11-01
3661,цитрусовые,2024-07-24
2019,соленая закуска,2024-10-08
1092,сода,2024-05-15
4078,говядина,2024-11-13
4753,цитрусовые,2024-06-20
1279,колбаса,2024-09-09
1012,корнеплоды,2024-11-18
2362,сосиски,2024-11-22
2789,творог,2024-02-06
3229,творог,2024-08-06
1715,цельное молоко,2024-05-02
4351,цельное молоко,2024-01-16
4397,лук,2024-06-26
3653,цельное молоко,2024-10-20
2730,корнеплоды,2024-11-09
4321,фрукты с косточками,2024-10-26
1086,говядина,2024-11-16
1708,цитрусовые,2024-12-27
4293,колбаса,2024-08-23
4524,мороженое,2024-04-21
3783,мороженое,2024-03-07
1460,тропические фрукты,2024-06-23
2960,тропические фрукты,2024-12-18
3442,игристое вино,2024-10-11
4059,колбаса,2024-05-06
1822,тропические фрукты,2024-03-02
1584,прочие хлебобулочные изделия,2024-07-09
1624,цельное молоко,2024-02-04
4877,ветчина,2024-11-05
1567,сосиски,2024-04-10
2018,булочки,2024-01-04
1182,мясо для гамбургера,2024-08-31
3401,сгущенное молоко,2024-08-01
4547,цельное молоко,2024-01-18
3547,бутылочное пиво,2024-10-20
4831,колбаса,2024-04-05
2851,белый хлеб,2024-01-01
3072,другие овощи,2024-02-28
1398,колбаса,2024-04-14
1779,говядина,2024-10-27
1823,ягоды,2024-11-26
3360,говядина,2024-11-13
1565,цельное молоко,2024-10-14
4321,сосиски,2024-05-07
1293,тропические фрукты,2024-03-04
3331,цельное молоко,2024-07-24
2408,цитрусовые,2024-05-18
2742,десерт,2024-10-09
3934,цельное молоко,2024-04-30
4742,выпечка,2024-06-21
4405,творог,2024-07-21
3229,другие овощи,2024-03-24
2817,мужская косметика,2024-12-21
2741,другие овощи,2024-02-17
3562,готовая продукция,2024-12-29
4442,другие овощи,2024-06-09
2022,фруктовый/овощной сок,2024-02-05
4380,ягоды,2024-11-02
3687,другие овощи,2024-12-21
2077,рулетные изделия,2024-05-06
3273,колбаса,2024-03-14
3736,говядина,2024-11-26
3190,тропические фрукты,2024-03-27
3295,колбаса,2024-07-27
3276,специальный шоколад,2024-06-29
4405,бутилированная вода,2024-01-06
4266,колбаса,2024-07-30
1372,цельное молоко,2024-06-24
1242,напитки,2024-12-12
4820,выпечка,2024-04-30
4702,виноград,2024-11-07
3687,цитрусовые,2024-07-15
4115,цитрусовые,2024-03-19
2236,мясо,2024-02-03
1026,соленая закуска,2024-03-14
2678,готовая продукция,2024-03-19
1934,бутылочное пиво,2024-08-03
3525,цитрусовые,2024-02-14
1354,мороженое,2024-11-28
2782,тропические фрукты,2024-04-08
4456,маргарин,2024-05-15
4869,сода,2024-04-02
2454,колбаса,2024-08-25
4222,напитки,2024-08-19
1358,взбитые/сметана,2024-09-10
3393,тропические фрукты,2024-02-15
1615,травы,2024-12-02
4734,цельное молоко,2024-07-11
4946,йогурт,2024-11-03
2419,мясо для гамбургера,2024-08-21
4989,фрукты с косточками,2024-06-02
2961,замороженные картофельные продукты,2024-05-26
2707,цельное молоко,2024-03-06
2010,цельное молоко,2024-11-05
1502,колбаса,2024-04-15
2600,женские гигиенические средства,2024-04-28
3603,говядина,2024-01-30
4352,колбаса,2024-04-13
1477,колбаса,2024-05-15
4938,тропические фрукты,2024-11-23
2745,сосиски,2024-01-27
2738,говядина,2024-11-08
4170,творог,2024-01-19
3776,бутилированная вода,2024-05-16
1062,йогурт,2024-09-17
1546,корнеплоды,2024-01-03
2020,нарезанный сыр,2024-11-18
2366,фрукты с косточками,2024-01-18
1107,курица,2024-01-03
1407,ветчина,2024-07-28
3718,специальный шоколад,2024-02-26
4808,рыба,2024-07-25
2940,моющее средство,2024-05-20
3048,булочки,2024-12-09
3165,колбаса,2024-06-14
4306,кофе,2024-12-27
4302,сосиски,2024-11-04
4516,колбаса,2024-03-28
3582,цельное молоко,2024-03-30
1534,десерт,2024-07-09
1844,фрукты с косточками,2024-07-23
1218,колбаса,2024-07-04
4482,цельное молоко,2024-11-29
2574,соленая закуска,2024-12-10
2767,колбаса,2024-01-27
2794,бутылочное пиво,2024-09-28
4228,сладкие спреды,2024-03-25
3062,фрукты с косточками,2024-06-07
2365,свинина,2024-06-20
3775,напитки,2024-07-06
2232,цельное молоко,2024-05-05
4156,тропические фрукты,2024-08-02
3643,сосиски,2024-09-19
3470,сладкие спреды,2024-10-03
2602,супы,2024-12-10
4796,сода,2024-06-09
3289,корнеплоды,2024-08-08
4470,цельное молоко,2024-03-30
2502,цитрусовые,2024-02-07
2205,цельное молоко,2024-03-06
3201,сода,2024-01-21
2882,колбаса,2024-06-24
2757,взбитые/сметана,2024-12-15
3679,сосиски,2024-08-29
2380,другие овощи,2024-02-12
1825,бутылочное пиво,2024-10-05
2868,фрукты с косточками,2024-07-17
2709,цитрусовые,2024-08-19
4585,взбитые/сметана,2024-07-15
2634,взбитые/сметана,2024-04-21
4832,другие овощи,2024-12-02
2032,тропические фрукты,2024-07-27
2061,тропические фрукты,2024-12-26
2210,специальный батончик,2024-01-13
2346,мясо,2024-08-04
4315,сода,2024-04-25
4166,йогурт,2024-07-25
3907,сосиски,2024-10-24
2706,ветчина,2024-03-21
2855,органические продукты,2024-08-04
2074,консервированное пиво,2024-04-09
2840,замороженные блюда,2024-05-26
2247,другие овощи,2024-05-30
4063,колбаса,2024-07-13
4780,колбаса,2024-07-02
1081,сосиски,2024-03-05
4843,мужская косметика,2024-03-01
3246,замороженные блюда,2024-08-26
4009,цельное молоко,2024-07-13
3697,UHT-молоко,2024-10-02
4579,напитки,2024-10-28
3803,фруктовый/овощной сок,2024-10-05
4108,корнеплоды,2024-07-20
1664,сосиски,2024-03-31
4179,виноград,2024-03-05
4172,виноград,2024-02-18
2851,бутылочное пиво,2024-02-17
3385,булочки,2024-06-21
1303,булочки,2024-09-07
4487,творог,2024-01-22
2392,колбаса,2024-03-22
4218,сосиски,2024-10-02
2891,печеночный хлеб,2024-07-01
4474,консервированное пиво,2024-12-09
4437,мягкий сыр,2024-07-27
2648,свинина,2024-11-07
1081,тропические фрукты,2024-05-02
3071,фрукты с косточками,2024-01-21
3409,цитрусовые,2024-05-19
2768,мясо,2024-01-01
3424,сумки для покупок,2024-08-15
4610,мясо для гамбургера,2024-04-18
3090,корнеплоды,2024-11-03
4585,говядина,2024-04-30
4388,консервированное пиво,2024-03-19
3751,взбитые/сметана,2024-01-01
2650,тропические фрукты,2024-05-10
2448,тропические фрукты,2024-06-07
2652,выпечка,2024-12-25
1385,индейка,2024-11-18
2960,тропические фрукты,2024-08-30
2736,сахар,2024-03-01
1768,готовая продукция,2024-04-20
2002,мясо,2024-10-19
3046,мясо для гамбургера,2024-11-17
2284,свинина,2024-03-17
1708,цельное молоко,2024-09-17
1952,свинина,2024-11-22
3497,UHT-молоко,2024-09-07
1479,другие овощи,2024-05-13
1237,цельное молоко,2024-04-08
4353,курица,2024-08-23
3528,цельное молоко,2024-08-17
2092,фрукты с косточками,2024-09-03
2514,булочки,2024-11-01
4790,корнеплоды,2024-05-15
1948,сосиски,2024-08-24
3581,цельное молоко,2024-01-16
4778,сосиски,2024-03-25
2601,корнеплоды,2024-03-25
4678,фрукты с косточками,2024-03-30
3642,колбаса,2024-02-24
2957,UHT-молоко,2024-09-18
4585,свинина,2024-09-27
3637,цитрусовые,2024-07-09
1353,говядина,2024-02-09
3257,цельное молоко,2024-02-13
2524,говядина,2024-09-09
2035,колбаса,2024-12-22
3658,бутылочное пиво,2024-09-25
1901,булочки,2024-11-28
3247,корнеплоды,2024-01-13
4308,цитрусовые,2024-01-24
1305,тропические фрукты,2024-05-23
1011,сосиски,2024-12-08
2234,колбаса,2024-07-28
3744,тропические фрукты,2024-12-07
2903,сосиски,2024-08-07
3036,колбаса,2024-07-11
2465,тропические фрукты,2024-12-26
1233,взбитые/сметана,2024-03-19
1366,говядина,2024-05-28
3741,ветчина,2024-08-05
2230,тропические фрукты,2024-05-27
1206,колбаса,2024-05-14
3690,сосиски,2024-04-23
3620,колбаса,2024-06-17
4759,сосиски,2024-02-20
3543,говядина,2024-10-10
2792,сосиски,2024-07-28
1929,бутилированная вода,2024-07-09
2433,напитки,2024-08-22
4941,консервированное пиво,2024-01-15
3547,выпечка,2024-10-06
1290,сосиски,2024-04-23
4207,другие овощи,2024-08-27
2107,сосиски,2024-02-29
3050,свинина,2024-03-10
3814,консервированное пиво,2024-07-20
4875,виноград,2024-09-12
3691,бутилированная вода,2024-08-07
2433,говядина,2024-03-13
4757,травы,2024-01-09
1407,сосиски,2024-04-28
4718,колбаса,2024-06-11
1240,колбаса,2024-04-13
1792,газеты,2024-08-14
4486,ветчина,2024-11-08
1757,готовая продукция,2024-06-14
2186,цитрусовые,2024-06-30
3752,ягоды,2024-04-14
3051,другие овощи,2024-11-28
3688,сода,2024-10-22
4676,колбаса,2024-01-15
2142,печеночный хлеб,2024-06-24
4939,сода,2024-06-28
1806,напитки,2024-07-05
1595,мясо для гамбургера,2024-10-04
2086,курица,2024-03-08
4251,тропические фрукты,2024-10-02
2689,орехи/чернослив,2024-04-29
2560,свинина,2024-11-25
2393,виноград,2024-04-16
1669,колбаса,2024-08-18
3500,сода,2024-04-20
1213,говядина,2024-03-02
4598,цельное молоко,2024-11-17
1404,масло,2024-05-02
1758,другие овощи,2024-02-26
1265,фрукты с косточками,2024-03-06
1006,сосиски,2024-06-13
2779,цельное молоко,2024-10-16
4457,булочки,2024-09-02
2532,мясо для гамбургера,2024-07-05
2811,курица,2024-02-23
4004,колбаса,2024-05-09
1737,мясо для гамбургера,2024-05-08
3266,колбаса,2024-10-24
4981,маргарин,2024-01-10
1934,виноград,2024-08-05
2512,консервированное пиво,2024-01-19
3400,бутылочное пиво,2024-03-03
4301,мясо для гамбургера,2024-04-30
2997,сумки для покупок,2024-12-29
1098,цитрусовые,2024-08-04
2208,корнеплоды,2024-07-29
3672,ягоды,2024-05-27
3651,цельное молоко,2024-01-24
3957,сосиски,2024-05-14
2986,другие овощи,2024-01-11
4433,сливочный сыр,2024-05-24
3822,цитрусовые,2024-05-26
4588,тропические фрукты,2024-04-29
2622,другие овощи,2024-07-16
2117,черный хлеб,2024-05-01
1780,специальный батончик,2024-07-11
3819,плавленый сыр,2024-04-11
1884,курица,2024-12-10
2595,колбаса,2024-01-23
3046,колбаса,2024-03-30
3228,курица,2024-01-26
2251,сливочный сыр,2024-06-22
2368,другие овощи,2024-11-10
2573,выпечка,2024-01-03
4701,сода,2024-04-29
4384,цитрусовые,2024-05-24
1998,цельное молоко,2024-05-17
4583,творог,2024-02-23
2043,другие овощи,2024-04-20
2201,колбаса,2024-05-21
3522,говядина,2024-09-22
3922,йогурт,2024-08-27
2636,готовая продукция,2024-09-10
1092,виноград,2024-07-26
2711,замороженные овощи,2024-09-12
3899,колбаса,2024-04-21
4372,свинина,2024-07-29
4576,UHT-молоко,2024-08-04
4953,майонез,2024-10-09
4692,тропические фрукты,2024-10-26
1170,индейка,2024-11-11
2625,колбаса,2024-04-07
2394,булочки,2024-08-29
4277,сода,2024-02-18
3170,рулетные изделия,2024-01-17
2229,сода,2024-10-24
2944,колбаса,2024-02-01
2582,другие овощи,2024-03-05
1373,колбаса,2024-05-09
1366,другие овощи,2024-10-24
3469,йогурт,2024-05-09
4012,мясо,2024-05-15
2031,сосиски,2024-02-26
2459,другие овощи,2024-09-15
4377,ягоды,2024-02-23
1534,булочки,2024-08-12
2051,напитки,2024-07-22
3430,мука,2024-01-26
1567,сосиски,2024-03-12
2972,UHT-молоко,2024-05-20
1287,цитрусовые,2024-08-27
4776,другие овощи,2024-08-07
2271,цельное молоко,2024-08-03
4657,бутылочное пиво,2024-08-14
2344,лук,2024-04-13
1482,цельное молоко,2024-07-05
1278,кухонная утварь,2024-12-08
4831,говядина,2024-11-12
1819,курица,2024-11-10
2687,колбаса,2024-07-30
4468,разрыхлитель,2024-03-23
4760,булочки,2024-04-01
2310,прочие хлебобулочные изделия,2024-03-23
3924,кухонная утварь,2024-02-07
3517,фрукты с косточками,2024-12-10
3164,цитрусовые,2024-09-29
3245,мясо для гамбургера,2024-05-16
2629,курица,2024-12-05
1347,говядина,2024-09-14
1216,сода,2024-08-24
4636,ветчина,2024-04-09
1197,цитрусовые,2024-11-21
1100,средства гигиены,2024-03-11
2054,цитрусовые,2024-12-14
3761,бутылочное пиво,2024-09-25
4947,фото/пленка,2024-09-13
1032,сода,2024-06-14
3353,колбаса,2024-08-13
4466,цельное молоко,2024-08-19
2081,цитрусовые,2024-01-22
2162,кошачий корм,2024-06-18
3719,булочки,2024-12-16
3153,торт,2024-04-27
4462,йогурт,2024-04-01
2420,сосиски,2024-09-26
3971,колбаса,2024-06-16
1611,замороженные блюда,2024-02-26
1225,цельное молоко,2024-02-26
1554,колбаса,2024-05-20
4624,свинина,2024-11-26
3337,корнеплоды,2024-06-09
2265,вафли,2024-09-24
4999,ягоды,2024-01-24
4102,мясо для гамбургера,2024-11-02
3853,вафли,2024-07-03
2265,курица,2024-06-12
2452,курица,2024-08-10
2829,сосиски,2024-12-18
3926,кулинарный шоколад,2024-08-19
3960,свинина,2024-10-20
3980,корнеплоды,2024-09-15
1116,сливочный сыр,2024-01-29
2663,шоколад,2024-10-20
2164,черный хлеб,2024-11-23
3950,курица,2024-05-11
1252,индейка,2024-04-12
4804,другие овощи,2024-12-26
4041,виноград,2024-09-06
1894,замороженные картофельные продукты,2024-08-03
4977,корм для собак,2024-08-19
2171,мясо для гамбургера,2024-09-02
3417,тропические фрукты,2024-12-14
1175,цитрусовые,2024-06-09
4946,колбаса,2024-02-17
4662,фрукты с косточками,2024-06-26
2869,тропические фрукты,2024-12-09
4053,сосиски,2024-03-21
4574,колбаса,2024-11-29
1110,разрыхлитель,2024-11-14
4700,бутилированная вода,2024-03-03
2565,корнеплоды,2024-04-28
2468,бутылочное пиво,2024-03-12
4836,булочка твейбак,2024-11-12
3504,корнеплоды,2024-09-21
1333,колбаса,2024-04-02
4039,сгущенное молоко,2024-12-26
2077,цитрусовые,2024-05-14
3519,другие овощи,2024-12-12
2989,средства для домашних животных,2024-01-30
3737,йогурт,2024-05-04
3558,фрукты с косточками,2024-09-18
3036,цельное молоко,2024-07-12
3180,другие овощи,2024-07-02
2978,мясо,2024-05-08
3985,цельное молоко,2024-10-22
4903,булочки,2024-12-07
2835,ветчина,2024-10-08
3783,мед,2024-06-21
1486,курица,2024-12-13
4589,белое вино,2024-10-07
1132,полуфабрикаты хлеба,2024-02-19
4827,сосиски,2024-11-26
3361,другие овощи,2024-06-27
4681,цельное молоко,2024-09-10
4197,колбаса,2024-10-25
3701,тропические фрукты,2024-01-22
4195,другие овощи,2024-09-30
3429,сода,2024-03-31
2430,специальный батончик,2024-01-20
4330,свинина,2024-04-07
1783,масло,2024-03-17
4025,йогурт,2024-11-03
3399,тропические фрукты,2024-07-18
4766,бутылочное пиво,2024-01-03
3562,колбаса,2024-08-12
2447,виноград,2024-01-21
1396,свинина,2024-07-21
4633,цитрусовые,2024-04-25
4695,йогурт,2024-01-05
1706,бренди,2024-08-13
3872,индейка,2024-11-22
1444,цельное молоко,2024-10-13
4753,готовая продукция,2024-11-07
4580,лук,2024-11-28
2516,йогурт,2024-04-02
2415,творог,2024-08-07
3925,говядина,2024-03-24
4996,напитки,2024-11-23
4569,колбаса,2024-07-26
3509,цитрусовые,2024-04-10
2252,курица,2024-10-07
1634,другие овощи,2024-02-09
4112,мороженое,2024-04-26
4042,колбаса,2024-08-07
4473,тропические фрукты,2024-06-25
3878,фрукты с косточками,2024-04-29
2266,виноград,2024-09-29
3304,ягоды,2024-11-29
3757,бутилированная вода,2024-02-04
3440,свинина,2024-12-20
4328,свинина,2024-02-04
3737,колбаса,2024-12-05
3948,булочки,2024-06-14
3682,цельное молоко,2024-03-04
2827,говядина,2024-10-30
2650,говядина,2024-10-04
1360,ветчина,2024-12-15
3679,другие овощи,2024-12-22
4137,мясо для гамбургера,2024-03-06
4235,ягоды,2024-12-18
3193,колбаса,2024-01-31
1332,цитрусовые,2024-12-01
4821,цельное молоко,2024-11-27
1837,цитрусовые,2024-07-08
3665,бутилированная вода,2024-09-22
2659,колбаса,2024-05-07
1322,мясо,2024-01-09
1599,тропические фрукты,2024-05-28
2933,фрукты с косточками,2024-04-05
3963,другие овощи,2024-02-21
4178,ягоды,2024-06-02
1052,другие овощи,2024-10-26
4693,сосиски,2024-08-17
1329,колбаса,2024-02-02
3128,мясо,2024-06-12
1175,йогурт,2024-06-29
2211,консервированное пиво,2024-03-30
2093,цельное молоко,2024-06-11
4284,колбаса,2024-10-13
4449,сосиски,2024-03-29
4269,сосиски,2024-03-31
1962,колбаса,2024-04-04
2250,цитрусовые,2024-10-03
1743,замороженные блюда,2024-11-12
1583,колбаса,2024-07-27
4295,цельное молоко,2024-10-25
1183,ветчина,2024-06-28
2729,пищевая пленка/пакеты,2024-03-20
4035,курица,2024-08-02
1608,красное/розовое вино,2024-08-05
1793,курица,2024-07-02
2210,мясо для гамбургера,2024-07-08
1885,бутилированная вода,2024-07-02
1078,творог,2024-10-27
1016,сосиски,2024-09-29
3077,индейка,2024-05-28
3551,тропические фрукты,2024-04-30
1158,другие овощи,2024-10-16
2443,фрукты с косточками,2024-06-19
1395,мясо,2024-01-15
2454,колбаса,2024-11-09
3472,майонез,2024-04-29
3547,сода,2024-11-27
1038,свинина,2024-02-21
3915,булочки,2024-09-10
2719,сода,2024-04-18
2234,цельное молоко,2024-12-22
1565,ягоды,2024-12-13
1328,ветчина,2024-03-23
3398,булочки,2024-01-18
3687,булочки,2024-02-12
2448,лук,2024-06-07
2652,цельное молоко,2024-12-25
1385,йогурт,2024-11-18
2960,булочки,2024-08-30
2736,цельное молоко,2024-03-01
1768,булочки,2024-04-20
2002,булочки,2024-10-19
3046,фрукты с косточками,2024-11-17
2284,сосиски,2024-03-17
1708,индейка,2024-09-17
1952,лук,2024-11-22
3497,говядина,2024-09-07
1479,колбаса,2024-05-13
1237,другие овощи,2024-04-08
4353,курица,2024-08-23
3528,колбаса,2024-08-17
2092,тропические фрукты,2024-09-03
2514,тропические фрукты,2024-11-01
4790,фрукты с косточками,2024-05-15
1948,йогурт,2024-08-24
3581,тропические фрукты,2024-01-16
4778,сода,2024-03-25
2601,булочки,2024-03-25
4678,сгущенное молоко,2024-03-30
3642,домашние яйца,2024-02-24
2957,свечи,2024-09-18
4585,пахта,2024-09-27
3637,цельное молоко,2024-07-09
1353,говядина,2024-02-09
3257,мясо,2024-02-13
2524,цитрусовые,2024-09-09
2035,говядина,2024-12-22
3658,UHT-молоко,2024-09-25
1901,ягоды,2024-11-28
3247,булочки,2024-01-13
4308,цельное молоко,2024-01-24
1305,свинина,2024-05-23
1011,свечи,2024-12-08
2234,свинина,2024-07-28
3744,соль,2024-12-07
2903,цитрусовые,2024-08-07
3036,другие овощи,2024-07-11
2465,выпечка,2024-12-26
1233,вафли,2024-03-19
1366,творог,2024-05-28
3741,цельное молоко,2024-08-05
2230,колбаса,2024-05-27
1206,сода,2024-05-14
3690,мороженое,2024-04-23
3620,тропические фрукты,2024-06-17
4759,ветчина,2024-02-20
3543,мясо,2024-10-10
2792,ягоды,2024-07-28
1929,другие овощи,2024-07-09
2433,говядина,2024-08-22
4941,бутылочное пиво,2024-01-15
3547,масло,2024-10-06
1290,цельное молоко,2024-04-23
4207,цитрусовые,2024-08-27
2107,сосиски,2024-02-29
3050,колбаса,2024-03-10
3814,средства гигиены,2024-07-20
4875,сосиски,2024-09-12
3691,сумки для покупок,2024-08-07
2433,говядина,2024-03-13
4757,консервированное пиво,2024-01-09
1407,сосиски,2024-04-28
4718,сосиски,2024-06-11
1240,цельное молоко,2024-04-13
1792,говядина,2024-08-14
4486,консервированное пиво,2024-11-08
1757,консервированное пиво,2024-06-14
2186,цельное молоко,2024-06-30
3752,цельное молоко,2024-04-14
3051,ветчина,2024-11-28
3688,бренди,2024-10-22
4676,сосиски,2024-01-15
2142,корнеплоды,2024-06-24
